id,title,movement,case_material,year,condition,ref,box,papers,country,region,case_diameter,price,url,note,hot_48
20667352,Rolex Explorer,Automatic,Steel,1999,Very good,114270,N,N,United States of America,"Wisconsin, Onalaska",36 mm,"S$9,328",https://www.chrono24.sg/rolex/explorer--id20667352.htm,,
20728055,Rolex GMT-Master II „Batman“,Automatic,Steel,2013,Very good,116710BLNR,Y,Y,Germany,Koblenz,40 mm,"S$24,349",https://www.chrono24.sg/rolex/rolex-gmt-master-ii-batman--id20728055.htm,,
20084257,Rolex Datejust 6824 Midsize 31mm 18k Yellow Gold Stainless...,Automatic,Gold/Steel,1979,Very good,-,Y,Y,United States of America,"California, San Diego",31 mm,"S$8,224",https://www.chrono24.sg/rolex/datejust-6824-midsize-31mm-18k-yellow-gold-stainless-steel-box-papers--id20084257.htm,,
20694793,Rolex Explorer 1016 with Service Dial,Automatic,Steel,1960,Fair,1016,N,N,United States of America,"California, Healdsburg",36 mm,"S$18,176",https://www.chrono24.sg/rolex/rolex-explorer-1016-with-service-dial--id20694793.htm,,
20419391,Rolex Oyster Precision,Manual winding,Steel,1980,Fair,6430,Y,N,New Zealand,Auckland,-,"S$2,306",https://www.chrono24.sg/rolex/oyster-precision--id20419391.htm,,
20505720,Rolex Explorer,Automatic,Steel,2013,Very good,214270,Y,Y,United States of America,"California, Tustin",39 mm,"S$13,718",https://www.chrono24.sg/rolex/explorer--id20505720.htm,Top,
20412068,Rolex GMT-Master II Eye of the Tiger + Rolex Service 2021,Automatic,Gold/Steel,1992,Very good,16713,Y,N,Italy,Milano,40 mm,"S$21,928",https://www.chrono24.sg/rolex/rolex-gmt-master-ii-eye-of-the-tiger--rolex-service-2021--id20412068.htm,,
20344662,Rolex Yacht-Master,Automatic,Steel,2002,Very good,168622,N,N,Italy,Roma,35 mm,"S$9,421",https://www.chrono24.sg/rolex/rolex-yacht-master--id20344662.htm,,
20341001,Rolex Oyster Perpetual Stainless Steel Vintage Mens Watch 1007,Automatic,Steel,1974,Good,1007,Y,N,United States of America,"Georgia, Atlanta",34 mm,"S$5,254",https://www.chrono24.sg/rolex/oyster-perpetual-stainless-steel-vintage-mens-watch-1007--id20341001.htm,,
20426231,Rolex Yacht-Master - Doppio Dial Blue,Automatic,Gold/Steel,2009,Very good,16623,N,N,Italy,Eur (RM),40 mm,"S$17,055",https://www.chrono24.sg/rolex/rolex-yacht-master---doppio-dial-blue--id20426231.htm,,
20621822,Rolex Superb Gents 1999 Rolex Submariner Date 16610 with Box,Automatic,Steel,1999,Good,16610,N,N,United Kingdom,Brighton,40 mm,"S$13,812",https://www.chrono24.sg/rolex/rolex-superb-gents-1999-rolex-submariner-date-16610-with-box--id20621822.htm,,
20700417,Rolex Day-Date 36 President 18k White Gold Service Paper...,Automatic,White gold,1980,Very good,18039,Y,Y,Germany,Düsseldorf,36 mm,"S$26,801",https://www.chrono24.sg/rolex/rolex-rolex-day-date-36-president-18k-white-gold-service-paper-052020-ref-18039--id20700417.htm,,
10253575,Rolex Gmt-master II 116710 Blnr Batman Black/blue Ceramic Bezel,Automatic,Steel,-,Very good,116710 BLNR,N,N,United States of America,"Florida, Boca Raton",40 mm,"S$22,221",https://www.chrono24.sg/rolex/rolex-gmt-master-ii-116710-blnr-batman-blackblue-ceramic-bezel--id10253575.htm,,
20442503,Rolex PAPERS Rolex Daytona 116506 Platinum Glacier Platona Ice...,Automatic,Platinum,-,Very good,-,Y,Y,United States of America,"New York, Huntington",40 mm,"S$147,866",https://www.chrono24.sg/rolex/papers-rolex-daytona-116506-platinum-glacier-platona-ice-blue-ceramic-watch--id20442503.htm,,
20583054,Rolex Oysterdate  Precision,Manual winding,Steel,1970,Fair,6694,N,N,Spain,Malaga,34 x 40 mm,"S$3,086",https://www.chrono24.sg/rolex/oysterdate--precision--id20583054.htm,,
16447858,Rolex Sea-Dweller 4000 Stainless Steel 40mm 16600,Automatic,Steel,1996,Good,16600,N,N,United States of America,"New York, New York",40 mm,"S$12,345",https://www.chrono24.sg/rolex/rolex-sea-dweller-4000-stainless-steel-40mm-16600--id16447858.htm,,
20681556,Rolex GMT-Master II 116710LN Black 2010 Oyster Steel 40 mm,Automatic,Steel,2010,Very good,116710LN,N,N,United States of America,"Massachusetts, Boston",40 mm,"S$17,010",https://www.chrono24.sg/rolex/rolex-gmt-master-ii-116710ln-black-2010-oyster-steel-40-mm--id20681556.htm,,
20060939,Rolex Sky-Dweller Blue Jubilee Bracelet 326934 2021 Unworn,Automatic,Steel,2021,Unworn,326934,Y,Y,United States of America,"New York, New York",42 mm,"S$44,548",https://www.chrono24.sg/rolex/rolex-sky-dweller-blue-jubilee-bracelet-326934-2021-unworn--id20060939.htm,,
19613400,Rolex Oyster Precision,Manual winding,Steel,-,Fair,6466,N,N,Romania,Timisoara,31 mm,"S$1,948",https://www.chrono24.sg/rolex/oyster-precision--id19613400.htm,,
18177030,Rolex Men Daytona 116520 40mm Steel-Custom Rainbow Bezel-Diamo...,Automatic,Steel,-,Very good,116520,Y,N,United States of America,"California, Los Angeles",40 mm,"S$41,150",https://www.chrono24.sg/rolex/rolex-men-daytona-116520-40mm-steel-custom-rainbow-bezel-diamond-lugs-black-dial--id18177030.htm,,
20713921,Auction,Movement:,Case material:,Year of production:,Condition:,Reference number:,Y,Y,Location:,,Case diameter:,40 mm,https://www.chrono24.sg/rolex/daytona-ref-116520-stainless-steel-chronograph-wristwatch-with-bracelet-circa-2003--id20713921.htm,,
20517663,Rolex Explorer II,Automatic,Steel,2000,Very good,16570,Y,N,United Kingdom,Stevenage,40 mm,"S$12,383",https://www.chrono24.sg/rolex/explorer-ii--id20517663.htm,Top,
12884363,Rolex Air King,Automatic,Steel,1960,Fair,Rolex Oyster Perpetual Air King,N,N,United Kingdom,Leicestershire,-,"S$3,715",https://www.chrono24.sg/rolex/air-king--id12884363.htm,,
20436766,"Rolex GMT-Master II ""Batman"" Oyster Box Card Ceramic Bracelet...",Automatic,Steel,-,Good,116710BLNR,Y,Y,United States of America,"Texas, Plano",40 mm,"S$22,489",https://www.chrono24.sg/rolex/rolex-gmt-master-ii-batman-oyster-box-card-ceramic-bracelet-black-blue-116710blnr--id20436766.htm,,
20284229,Rolex Submariner Date SULTAN TOP CONDITIONS,Automatic,Steel,1990,Very good,16613,Y,N,Italy,Bologna,40 mm,"S$18,680",https://www.chrono24.sg/rolex/rolex-submariner-date-sultan-top-conditions--id20284229.htm,,
20131992,Rolex Cosmograph Daytona White Gold / Cerachrom / Panda Dial ...,Automatic,White gold,2019,Very good,116519LN,N,N,Monaco,Monaco,40 mm,"S$57,663",https://www.chrono24.sg/rolex/cosmograph-daytona-white-gold--cerachrom--panda-dial----2-year-warranty--no-rolex-papers---id20131992.htm,,
20643172,Rolex Explorer II,Automatic,Steel,2021,Very good,226570,Y,Y,Italy,Campi Bisenzio,42 mm,"S$16,503",https://www.chrono24.sg/rolex/explorer-ii--id20643172.htm,,
20110682,Rolex Explorer II,Automatic,Steel,1998,Good,16570,N,N,Italy,como,40 mm,"S$11,370",https://www.chrono24.sg/rolex/rolex-explorer-ii--id20110682.htm,,
20097425,Rolex Daytona Newman,Manual winding,Yellow gold,1967,Very good,6239,N,N,Switzerland,Avry-devant-Pont,37 mm,"S$1,159,799",https://www.chrono24.sg/rolex/daytona-newman--id20097425.htm,,
20746059,Rolex Datejust Roman dial Rainbow REF:126300 Full set,Automatic,Steel,2019,Very good,126300-0017,Y,Y,Italy,Monte San Pietro,41 mm,"S$15,431",https://www.chrono24.sg/rolex/rolex-datejust-roman-dial-rainbow-ref126300-full-set--id20746059.htm,,
19706545,"Rolex Daytona ""PLATIN"" Ref. 116506",Automatic,Platinum,2016,Very good,116506,Y,N,Germany,München,40 mm,"S$162,399",https://www.chrono24.sg/rolex/daytona-platin-ref-116506--id19706545.htm,,
19398553,Rolex Submariner Date 40mm Steel Black Dial,Automatic,Steel,2012,Very good,116610,Y,Y,United States of America,"New York, New York",40 mm,"S$17,548",https://www.chrono24.sg/rolex/rolex-submariner-date-40mm-steel-black-dial--id19398553.htm,,
20427951,Rolex Sea-Dweller Deepsea,Automatic,Steel,2020,Unworn,126660,Y,Y,United Kingdom,London,44 mm,"S$23,814",https://www.chrono24.sg/rolex/sea-dweller-deepsea--id20427951.htm,Top,
20564146,Rolex Submariner Date Ref. 16610,Automatic,Steel,2003,Very good,16610,Y,Y,The Netherlands,Maastricht,40 mm,"S$17,055",https://www.chrono24.sg/rolex/submariner-date-ref-16610--id20564146.htm,,
20193686,Rolex Day-Date Gold With bracelet,Automatic,Yellow gold,1975,Good,1803,Y,N,Italy,Milano,36 mm,"S$17,867",https://www.chrono24.sg/rolex/rolex-day-date-gold-with-bracelet--id20193686.htm,,
18343747,Rolex GMT-Master Pepsi,Automatic,Steel,1998,Very good,16700,N,N,Italy,Senigallia,40 mm,"S$17,039",https://www.chrono24.sg/rolex/rolex-gmt-master-pepsi--id18343747.htm,,
20365884,Rolex Chronograph,Manual winding,Steel,1963,Very good,6238,N,N,United States of America,"Colorado, Westminster",36 mm,"S$57,614",https://www.chrono24.sg/rolex/chronograph--id20365884.htm,,
20313840,Rolex Submariner Date,Automatic,Steel,2000,Very good,16610,Y,N,Italy,Roma,40 mm,"S$14,456",https://www.chrono24.sg/rolex/rolex-submariner-date--id20313840.htm,,
20195479,Rolex Daytona RAINBOW [BRANDNEW 2021],-,Rose gold,-,New,116595RBOW-0002,Y,Y,Hong Kong,HONG KONG,-,"S$1,058,348",https://www.chrono24.sg/rolex/rolex-daytona-rainbow-brandnew-2021--id20195479.htm,,
20445349,Rolex Cellini 3833 18K Gold Gelbgold Yellow Gold Handaufzug...,Manual winding,Yellow gold,1974,Very good,4112,N,N,Germany,MÜNCHEN,32 mm,"S$4,857",https://www.chrono24.sg/rolex/rolex-cellini-3833-18k-gold-gelbgold-yellow-gold-handaufzug-jubilee-dial-manual--id20445349.htm,,
19787582,Rolex 116660 Deepsea Deep Blue Sea Dweller James Cameron Steel...,Automatic,Steel,2015,Very good,116660,Y,Y,United States of America,"California, San Diego",44 mm,"S$21,256",https://www.chrono24.sg/rolex/116660-deepsea-deep-blue-sea-dweller-james-cameron-steel-box-paper-2015--id19787582.htm,,
20030985,Rolex Submariner Date Bamford Limited Edition,Automatic,Steel,-,Very good,Rolex Submariner Date Bamford Limited Edition,Y,N,United Kingdom,nottingham,-,"S$19,051",https://www.chrono24.sg/rolex/rolex-rolex-submariner-date-bamford-limited-edition--id20030985.htm,,
20383532,Rolex Sea-Dweller Deepsea d-blue del 2018 full set top...,Automatic,Steel,2018,Very good,116660,Y,Y,Italy,Sarnico,44 mm,"S$22,578",https://www.chrono24.sg/rolex/rolex-sea-dweller-deepsea-d-blue-del-2018-full-set-top-condition-con-documenti-e-scatola-rolex--id20383532.htm,,
20552885,"Rolex GMT-Master II ""COKE"" FULL SET Ref. 16710",Automatic,Steel,1998,Very good,16710,Y,Y,Germany,München,40 mm,"S$21,408",https://www.chrono24.sg/rolex/gmt-master-ii-coke-full-set-ref-16710--id20552885.htm,,
18530381,Rolex Yacht-Master II 116688 Gold,Automatic,Yellow gold,2021,New,116688,Y,Y,UAE,dubai,44 mm,"S$68,221",https://www.chrono24.sg/rolex/rolex-yacht-master-ii-116688-gold--id18530381.htm,,
17610596,Rolex Milgauss Green No Paper 116400GV,Automatic,Steel,2009,Very good,116400GV,N,N,Italy,Roma,40 mm,"S$11,776",https://www.chrono24.sg/rolex/rolex-milgauss-green-no-paper-116400gv--id17610596.htm,,
15856981,Rolex Day-Date 1803 Linen Dial 18K Gelbgold Presidentenband 1972,Automatic,Yellow gold,1972,Very good,1803,N,N,Germany,Hamburg,36 mm,"S$20,450",https://www.chrono24.sg/rolex/rolex-day-date-1803-linen-dial-18k-gelbgold-presidentenband-1972--id15856981.htm,,
15750853,Rolex Men Daytona 116528 18k Yellow Gold 40mm-Custom Green...,Automatic,Yellow gold,-,Very good,116528,Y,N,United States of America,"California, Los Angeles",40 mm,"S$75,448",https://www.chrono24.sg/rolex/rolex-men-daytona-116528-18k-yellow-gold-40mm-custom-green-dial-18k-gold-bezel--id15750853.htm,,
19826941,Rolex Datejust black tritium dial Ref. 16234,Automatic,Steel,1996,Very good,16234,N,N,The Netherlands,Naarden,36 mm,"S$9,340",https://www.chrono24.sg/rolex/rolex-datejust-black-tritium-dial-ref-16234--id19826941.htm,,
19929291,Rolex Oyster Precision Mickey Mouse Dial - Aftermaket Dial,Manual winding,Steel,1976,Very good,6694,Y,N,Italy,Brescia,34 mm,"S$4,873",https://www.chrono24.sg/rolex/rolex-oyster-precision-mickey-mouse-dial---aftermaket-dial--id19929291.htm,,
19984828,Rolex 116300 Datejust 41 Blue Index Dial Stainless Steel Box...,Automatic,Steel,2017,Very good,-,Y,Y,United States of America,"California, San Diego",41 mm,"S$13,711",https://www.chrono24.sg/rolex/116300-datejust-41-blue-index-dial-stainless-steel-box-papers-2017--id19984828.htm,,
20606436,Rolex 126234 Datejust 36mm Blue  Motif stick Dial Fluted Bezel...,Automatic,Steel,2021,New,126234,Y,Y,United States of America,"California, Los Angeles",36 mm,"S$16,445",https://www.chrono24.sg/rolex/rolex-rolex-126234-datejust-36mm-blue--motif-stick-dial-fluted-bezel-jubilee-band--id20606436.htm,,
20361382,Rolex Explorer New 2021,Automatic,Steel,2021,Unworn,124270,Y,Y,UAE,"Dubai, UAE",36 mm,"S$12,893",https://www.chrono24.sg/rolex/explorer-new-2021--id20361382.htm,,
20310288,Rolex GMT-Master II 16710 PEPSI SEL,Automatic,Steel,2003,Very good,16710T,Y,Y,Italy,Brescia (Bs),40 mm,"S$20,142",https://www.chrono24.sg/rolex/rolex-gmt-master-ii-16710-pepsi-sel--id20310288.htm,,
20212823,Rolex Datejust II ref. 126200 NEW Wimbledon dial FULL SET 2021,Automatic,Steel,2021,Unworn,126200,Y,Y,Italy,San Giovanni Valdarno,36 mm,"S$13,888",https://www.chrono24.sg/rolex/rolex-datejust-ii-ref-126200-new-wimbledon-dial-full-set-2021--id20212823.htm,,
20710792,Rolex Oysterdate Precision Mickey mouse and Dial Silver,Manual winding,Steel,1978,Very good,6694,Y,N,Italy,SOLOFRA(AV),34 x 40 mm,"S$5,929",https://www.chrono24.sg/rolex/rolex-oysterdate-precision-mickey-mouse-and-dial-silver--id20710792.htm,,
20256257,Rolex Oyster Perpetual 39,Automatic,Steel,-,Very good,114300,Y,Y,United States of America,"California, San Luis Obispo",39 mm,"S$10,314",https://www.chrono24.sg/rolex/oyster-perpetual-39--id20256257.htm,,
20339497,Rolex Oyster Perpetual Date,Automatic,Steel,2010,Very good,15200,Y,N,United States of America,"Ohio, Cleveland",34 mm,"S$4,663",https://www.chrono24.sg/rolex/oyster-perpetual-date--id20339497.htm,,
20312424,Rolex Vintage Rolex Oyster Perpetual Date Ladie's Watch 80's,Automatic,Steel,1980,Good,-,N,N,Switzerland,La Chaux-de-Fonds,26 mm,"S$4,460",https://www.chrono24.sg/rolex/rolex-vintage-rolex-oyster-perpetual-date-ladies-watch-80s--id20312424.htm,,
18499649,Rolex Zenith Daytona Light Pazrizzi W-Serial Full Set,Automatic,Steel,1995,Good,16520,Y,Y,Switzerland,St. Gallen,40 mm,"S$40,256",https://www.chrono24.sg/rolex/zenith-daytona-light-pazrizzi-w-serial-full-set--id18499649.htm,,
18386534,"Rolex Yacht-Master 16622, 2001 w/ Box. Rolex fitted blue...",Automatic,Steel,2001,Good,16622,Y,N,United Kingdom,Hertfordshire,40 mm,"S$15,811",https://www.chrono24.sg/rolex/rolex-yacht-master-16622-2001-w-box-rolex-fitted-blue-service-dial--id18386534.htm,,
20700521,Rolex Daytona 116500LN NEW,Automatic,Steel,2018,New,116500LN,Y,Y,Italy,Brescia (Bs),40 mm,"S$51,653",https://www.chrono24.sg/rolex/rolex-daytona-116500ln-new--id20700521.htm,,
19901194,Rolex Oyster Precision,Manual winding,Steel,1960,Good,6694,N,N,United States of America,"Kansas, Overland Park",34 x 40 mm,"S$4,753",https://www.chrono24.sg/rolex/oyster-precision--id19901194.htm,,
17380774,Rolex GMT máster,Automatic,Gold/Steel,1980,Very good,16753,Y,N,Spain,Sevilla,40 mm,"S$12,832",https://www.chrono24.sg/rolex/gmt-master--id17380774.htm,,
20692139,"Rolex Daytona ""Paul Newman Big Red"" ref. 6263",Manual winding,Steel,1978,Very good,6263 -- 1978,Y,Y,Italy,"Roma, eOrologi",37 mm,"S$144,564",https://www.chrono24.sg/rolex/rolex-rolex-daytona-paul-newman-big-red-ref-6263--id20692139.htm,,
20329277,Rolex Day-Date 40  Rolex Day-Date 18k Everose Gold President...,Automatic,Rose gold,2021,Unworn,228235,Y,Y,United States of America,"New York, New York",40 mm,"S$62,958",https://www.chrono24.sg/rolex/rolex-day-date-40--rolex-day-date-18k-everose-gold-president-sundust-roman-dial--id20329277.htm,,
16981178,Rolex Yacht-Master NEW 40mm Steel Rolesium Grey Dial Steel 126622,Automatic,Steel,2020,New,126622,Y,Y,United States of America,"Iowa, Des Moines",40 mm,"S$23,046",https://www.chrono24.sg/rolex/rolex-yacht-master-new-40mm-steel-rolesium-grey-dial-steel-126622--id16981178.htm,,
19453418,Rolex Datejust (Iced out / diamonds),Automatic,Gold/Steel,-,Very good,1601,Y,N,United States of America,"Arizona, Tucson",36 mm,"S$21,948",https://www.chrono24.sg/rolex/datejust-iced-out--diamonds--id19453418.htm,,
14218614,Rolex Yacht-Master II,Automatic,Gold/Steel,-,Very good,116681,N,N,Spain,Madrid,44 mm,"S$29,238",https://www.chrono24.sg/rolex/rolex-yacht-master-ii--id14218614.htm,,
20490764,Rolex Datejust 41mm Silver Index Dial Jubilee Bracelet 126300...,Automatic,Steel,2018,Good,126300,Y,Y,United States of America,"New York, New York",41 x 48 mm,"S$13,711",https://www.chrono24.sg/rolex/rolex-datejust-41mm-silver-index-dial-jubilee-bracelet-126300-pre-owned-2018--id20490764.htm,,
20373476,Rolex Oyster Royal Shock-resisting.,Manual winding,Steel,1952,Very good,6244,N,N,India,MUMBAI,31 mm,"S$2,579",https://www.chrono24.sg/rolex/rolex-oyster-royal-shock-resisting--id20373476.htm,,
19960544,Rolex Yacht-Master 40,Automatic,Steel,2017,Very good,126622,N,Y,Italy,Roma,40 mm,"S$21,279",https://www.chrono24.sg/rolex/rolex-yacht-master-40--id19960544.htm,,
20592158,Rolex Submariner Date 16610 Black Dial Stainless Steel Box...,Automatic,Steel,2007,Very good,-,Y,Y,United States of America,"California, San Diego",40 mm,"S$16,043",https://www.chrono24.sg/rolex/submariner-date-16610-black-dial-stainless-steel-box-papers-2007--id20592158.htm,,
20083266,Rolex Daytona,Automatic,Rose gold,2019,Unworn,116515ln,Y,Y,Italy,carrara,40 mm,"S$69,846",https://www.chrono24.sg/rolex/daytona--id20083266.htm,,
13257025,Rolex Daytona Rose Gold Rainbow Baguette & Dial  116595RBOW,Automatic,Rose gold,2020,Very good,116595RBOW,Y,Y,United States of America,"New York, New York",40 mm,"S$706,189",https://www.chrono24.sg/rolex/rolex-daytona-rose-gold-rainbow-baguette--dial--116595rbow--id13257025.htm,,
20416950,Rolex Explorer 114270,Automatic,Steel,2005,Very good,114270,Y,N,Italy,Brescia (Bs),36 mm,"S$10,152",https://www.chrono24.sg/rolex/rolex-explorer-114270--id20416950.htm,,
11387074,Rolex Submariner Date 116613LN,Automatic,Gold/Steel,-,Very good,116613LN,Y,N,United States of America,"New York, NEW YORK",40 mm,"S$19,891",https://www.chrono24.sg/rolex/rolex-submariner-date-116613ln--id11387074.htm,,
20500236,Rolex GMT-Master II,Automatic,Gold/Steel,2021,Unworn,126711CHNR,Y,Y,United Kingdom,london,40 mm,"S$28,577",https://www.chrono24.sg/rolex/gmt-master-ii--id20500236.htm,,
14438729,Rolex Submariner,Automatic,-,2002,-,16610T,N,N,Germany,Düsseldorf,40 mm,"S$14,456",https://www.chrono24.sg/rolex/rolex-submariner--id14438729.htm,,
20057788,Rolex Daytona,Automatic,Steel,2020,Unworn,116500LN,Y,Y,France,Paris,40 mm,"S$54,415",https://www.chrono24.sg/rolex/rolex-daytona--id20057788.htm,,
20629589,Rolex Daytona Yellow Gold - Champagne Dial - Very Good Condition,Automatic,Yellow gold,2007,Very good,116528,Y,N,Monaco,Monaco,40 mm,"S$59,288",https://www.chrono24.sg/rolex/daytona-yellow-gold---champagne-dial---very-good-condition--id20629589.htm,,
19886042,Rolex Explorer 36mm Nuovo Modello 2021,Automatic,Steel,2021,Unworn,124270,Y,Y,Italy,Milano,36 mm,"S$13,807",https://www.chrono24.sg/rolex/explorer-36mm-nuovo-modello-2021--id19886042.htm,,
20132160,Rolex Date Oyster,Automatic,Steel,1987,Very good,15000,N,N,Italy,MILANO,34 mm,"S$6,172",https://www.chrono24.sg/rolex/rolex-date-oyster--id20132160.htm,,
20522233,Rolex Oyster Precision Datejust Look,Manual winding,Steel,-,Good,6426,N,N,Germany,Sonnefeld,34 x 42 mm,"S$5,035",https://www.chrono24.sg/rolex/oyster-precision-datejust-look--id20522233.htm,,
19189597,Rolex Explorer II - Freccione,Automatic,Steel,1978,Very good,1655,Y,N,Italy,Roma,40 x 47 mm,"S$34,111",https://www.chrono24.sg/rolex/rolex-explorer-ii---freccione--id19189597.htm,,
20355047,Rolex 2021 HULK Green Dial Submariner Date Box Papers Receipt...,Automatic,Steel,2021,New,116610LV,Y,Y,United States of America,"California, Los Angeles",40 mm,"S$68,589",https://www.chrono24.sg/rolex/rolex-2021-hulk-green-dial-submariner-date-box-papers-receipt-stickers-full-set--id20355047.htm,,
20690633,Rolex Yacht-Master 40mm Stahl P-Serie  2000,Automatic,Steel,2000,Good,16622,Y,N,Germany,Baden-Baden,40 mm,"S$12,507",https://www.chrono24.sg/rolex/rolex-yacht-master-40mm-stahl-p-serie--2000--id20690633.htm,,
20014737,Rolex Submariner Blue Purple Date GoldSteel (Boxonly),Automatic,Gold/Steel,1990,Good,16613,N,N,The Netherlands,utrecht,40 mm,"S$14,294",https://www.chrono24.sg/rolex/rolex-rolex-submariner-blue-purple-date-goldsteel-boxonly--id20014737.htm,,
18648051,Rolex Sea-Dweller Deepsea,Automatic,Steel,2021,New,126660,Y,Y,Italy,Pescara,44 mm,"S$23,228",https://www.chrono24.sg/rolex/rolex-sea-dweller-deepsea--id18648051.htm,,
19232760,Rolex Oyster Perpetual Date,Automatic,Steel,1980,Good,1501,N,N,Italy,roma,34 x 42 mm,"S$6,172",https://www.chrono24.sg/rolex/rolex-oyster-perpetual-date--id19232760.htm,,
20720128,Rolex BLUE RIFFLE Jubilee Dial Datejust 36mm Automatic Steel...,Automatic,Steel,2021,Very good,126200,Y,Y,Austria,Vienna (Europe),36 mm,"S$15,951",https://www.chrono24.sg/rolex/blue-riffle-jubilee-dial-datejust-36mm-automatic-steel-full-set-box-papers-august-2021-126200--id20720128.htm,,
20112647,Rolex Lady-Datejust,Automatic,Gold/Steel,1982,Fair,69173,Y,N,France,Courrieres,26 mm,"S$4,061",https://www.chrono24.sg/rolex/lady-datejust--id20112647.htm,,
16288413,Rolex Midsize Yacht Master 268622 Stainless Steel And Platinum...,Automatic,Platinum,2017,Very good,268622,Y,Y,United States of America,"California, San Diego",37 mm,"S$17,552",https://www.chrono24.sg/rolex/midsize-yacht-master-268622-stainless-steel-and-platinum-box--papers-2017--id16288413.htm,,
20548010,Rolex NEW GMT Master II  TOP  Batman NEW Jubilee Ceramic,Automatic,Steel,2020,Unworn,126710BLNR,Y,Y,Germany,68723 Schwetzingen,40 mm,"S$27,532",https://www.chrono24.sg/rolex/rolex-new-gmt-master-ii--top--batman-new-jubilee-ceramic--id20548010.htm,,
19004297,Rolex GMT-Master II,Automatic,Steel,1994,Very good,16710,Y,Y,Italy,roma,40 mm,"S$20,304",https://www.chrono24.sg/rolex/rolex-gmt-master-ii--id19004297.htm,,
20390014,Rolex GMT-Master II,Automatic,Steel,2008,Very good,116710LN,Y,Y,Italy,Roma,40 mm,"S$19,329",https://www.chrono24.sg/rolex/rolex-gmt-master-ii--id20390014.htm,,
20525251,Rolex Oyster perpetual 34mm blue dial,Automatic,Steel,2019,Good,114200,Y,Y,United Kingdom,Swindon,34 mm,"S$7,811",https://www.chrono24.sg/rolex/oyster-perpetual-34mm-blue-dial--id20525251.htm,,
20594108,"Rolex GMT-Master II, 16710, Pepsi, Top condition, no Stretch,...",Automatic,Steel,2000,Very good,16710,Y,N,Germany,Rosenheim,40 mm,"S$19,165",https://www.chrono24.sg/rolex/rolex-gmt-master-ii-16710-pepsi-top-condition-no-stretch-superluminova-sel-p-serial--id20594108.htm,,
12566375,Rolex 126300 Datejust 41 Jubilee Bracelet Wimbledon Slate...,Automatic,Steel,2021,Unworn,1263000,Y,Y,United States of America,"New York, NEW YORK",41 mm,"S$16,633",https://www.chrono24.sg/rolex/rolex-126300-datejust-41-jubilee-bracelet-wimbledon-slate-dial-stainless-steel--id12566375.htm,,
20678822,Rolex Datejust,Automatic,Steel,2020,Very good,126300,Y,Y,The Netherlands,Zuidland,41 x 48 mm,"S$13,401",https://www.chrono24.sg/rolex/datejust--id20678822.htm,,
17684730,Rolex Submariner Date L serial,Automatic,Gold/Steel,1989,Good,16613,N,N,Germany,Puchheim bei München,40 mm,"S$14,617",https://www.chrono24.sg/rolex/rolex-submariner-date-l-serial--id17684730.htm,,
20482552,Rolex Datejust,Automatic,Steel,1980,Good,1601,N,N,United States of America,"New York, New York",36 mm,"S$5,487",https://www.chrono24.sg/rolex/datejust--id20482552.htm,,
20713940,Auction,Movement:,Case material:,Year of production:,Condition:,Reference number:,Y,Y,Location:,,Case diameter:,38 mm,https://www.chrono24.sg/rolex/explorer-ii-ref-1655-stainless-steel-wristwatch-with-24-hour-indication-date-and-bracelet-circa-1979--id20713940.htm,,
17251340,Rolex Daytona 116506 platinum,Automatic,Platinum,-,Very good,116506,Y,Y,UAE,dubai,40 mm,"S$160,806",https://www.chrono24.sg/rolex/rolex-daytona-116506-platinum--id17251340.htm,,
18207700,Rolex Datejust 41 Steel Oyster Bracelet Black Stick Dial 41mm...,Automatic,Steel,-,Very good,-,Y,N,United States of America,"Missouri, Chesterfield",41 mm,"S$12,339",https://www.chrono24.sg/rolex/datejust-41-steel-oyster-bracelet-black-stick-dial-41mm-ref-116300--id18207700.htm,,
19944031,Rolex Datejust 16233 Silver Arabic Dial 18k Yellow Gold...,Automatic,Steel,2001,Very good,-,Y,N,United States of America,"California, San Diego",36 mm,"S$9,870",https://www.chrono24.sg/rolex/datejust-16233-silver-arabic-dial-18k-yellow-gold-stainless-steel--id19944031.htm,,
16996929,"Rolex Submariner  ""Hulk""",Automatic,Steel,2015,Very good,116610LV,Y,Y,Italy,Roma,40 mm,"S$28,426",https://www.chrono24.sg/rolex/rolex-submariner--hulk--id16996929.htm,,
20555809,Rolex Submariner (No Date),Automatic,Steel,1995,Very good,14060M,Y,Y,Germany,Wiesbaden,40 mm,"S$14,617",https://www.chrono24.sg/rolex/submariner-no-date--id20555809.htm,,
20545791,Rolex Submariner,Automatic,-,2021,Very good,116610,Y,Y,United States of America,"Texas, Dallas",40 mm,"S$17,764",https://www.chrono24.sg/rolex/submariner--id20545791.htm,,
18717391,Rolex Submariner Date 116610LN Unworn,Automatic,Steel,2020,Unworn,116610LN,Y,Y,United States of America,"Maryland, Silver Spring, Maryland",40 mm,"S$19,891",https://www.chrono24.sg/rolex/submariner-date-116610ln-unworn--id18717391.htm,Top,
20679820,Rolex Oyster Perpetual,Automatic,Steel,2021,New,114300,Y,Y,Italy,Eur (RM),39 mm,"S$13,480",https://www.chrono24.sg/rolex/rolex-oyster-perpetual--id20679820.htm,,
